BindingDB Reactant_set_id,Ligand SMILES,BindingDB MonomerID,BindingDB Ligand Name,Target Name,Ki (nM)
50236154,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,50129788,2-(4-Aminophenyl)-6-methylbenzothiazole::4-(6-Methyl-benzothiazol-2-yl)-phenylamine::CHEMBL93109::cid_7087,Amyloid-beta precursor protein,9.5
50330476,Nc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,50178537,4-(5-(4-aminophenyl)thiophen-2-yl)phenol::CHEMBL205824,Amyloid-beta precursor protein,9.6
50236156,CNc1ccc(-c2nc3ccc(C)cc3s2)cc1,50109051,"CHEMBL330529::Methyl-[4-(6-methyl-benzothiazol-2-yl)-phenyl]-amine::US10137210, Example [N-methyl-11C]6-Me-BTA-1",Amyloid-beta precursor protein,10.0
51208268,COc1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1,50496517,CHEMBL3126511,Amyloid-beta precursor protein,10.0
51171820,Nc1ccc2nc(-c3ccc(F)cc3)sc2c1,50480919,CHEMBL568061,Amyloid-beta precursor protein,10.0
51189402,COc1ccc(/C=N/c2nc3ccc(OC)cc3s2)cc1,50488950,CHEMBL2296466,Amyloid-beta precursor protein,11.0
51218752,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,50492518,"Florbetapir::US10906900, AV45",Amyloid-beta precursor protein,11.0
51170548,CNc1ccc(-c2nc3cccc(O)c3s2)cc1,50480215,CHEMBL486529,Amyloid-beta precursor protein,11.0
51163805,CN(C)c1ccc(C#Cc2cnc(OCCOCCOCCF)c(Br)c2)cc1,50476853,CHEMBL398059,Amyloid-beta precursor protein,11.0
50236149,CN(C)c1ccc(-c2nc3ccc(C#N)cc3s2)cc1,50129785,2-(4-Dimethylamino-phenyl)-benzothiazole-6-carbonitrile::CHEMBL92801,Amyloid-beta precursor protein,11.0
582015,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,303165,"US10137210, Example 00025",Amyloid-beta precursor protein,11.1
50344543,Nc1ccc(-c2cc3cc(O)ccc3o2)cc1,50185949,5-hydroxy-2-(4-aminophenyl)benzofuran::CHEMBL380476,Amyloid-beta precursor protein,11.5
51172132,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCCCCCCCCCF)cc2)cc1,50481129,CHEMBL565658,Amyloid-beta precursor protein,12.0
51162681,Nc1ccc(C#Cc2ccc(OCCOCCF)cc2)cc1,50476288,CHEMBL373663,Amyloid-beta precursor protein,12.0
50344608,Nc1ccc(/C=C/C=C/C=C/c2ccc(NCCF)cc2)cc1,50185993,"1-(4'-aminophenyl)-6-[4'-(2'-fluoroethylamino)phenyl]-hexa-1,3,5-triene::CHEMBL205332",Amyloid-beta precursor protein,12.0
51211170,Brc1ccc(OCc2ccc(I)cc2)cc1,50497739,CHEMBL3314330,Amyloid-beta precursor protein,12.0
51170549,CNc1ccc(-c2nc3cc(O)ccc3s2)cc1,50480216,CHEMBL503833,Amyloid-beta precursor protein,12.0
50344539,COc1ccc2oc(-c3ccc(N(C)C)cc3)cc2c1,50185945,5-methoxy-2-(4-dimethylaminophenyl)benzofuran::CHEMBL383116,Amyloid-beta precursor protein,12.0
51163410,CN(C)c1ccc(-c2cn3cc(F)ccc3n2)cc1,50476656,CHEMBL241967,Amyloid-beta precursor protein,13.0
51163803,CNc1ccc(C#Cc2cnc(OCCOCCOCCF)c(Br)c2)cc1,50476851,CHEMBL231918,Amyloid-beta precursor protein,13.0
51163806,CNc1ccc(C#Cc2cnc(OCCO)c(I)c2)cc1,50476854,CHEMBL232113,Amyloid-beta precursor protein,13.0
50327485,CN(C)c1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,50176892,6-iodo-4'-dimethyaminoflavone::CHEMBL375934,Amyloid-beta precursor protein,13.2
51191704,CNc1c2ccc(I)cc2nc2ccc(OC)cc12,50490496,CHEMBL2326891,Amyloid-beta precursor protein,14.0
51162667,Oc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(Br)c2)cc1,50476275,CHEMBL226662,Amyloid-beta precursor protein,14.0
50617052,COc1ccc(C#CC(=O)c2ccc(I)cc2)cc1,50334371,3-(4-Methoxyphenyl)-1-(4-iodophenyl)-2-propyn-1-one::CHEMBL1643338,Amyloid-beta precursor protein,14.0
50378561,CN(C)c1ccc(/C=C/C=C2\C(=O)Nc3ncccc32)cc1,50103979,CHEMBL3593904,Amyloid-beta precursor protein,15.0
50833282,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)CF)cc2)cc1,50370673,CHEMBL1169460,Amyloid-beta precursor protein,15.0
50833283,Nc1ccc(/C=C/c2ccc(OCC(CO)CF)cc2)cc1,50173646,3-{4-[(E)-2-(4-Amino-phenyl)-vinyl]-phenoxy}-2-fluoromethyl-propan-1-ol::CHEMBL198597,Amyloid-beta precursor protein,15.0
51196545,CNc1ccc(-c2cnc3cc(OCC[18F])ccc3n2)cc1,50492516,CHEMBL2407621,Amyloid-beta precursor protein,16.0
51162673,OCCOc1ncc(/C=C/c2ccc(O)cc2)cc1I,50476281,CHEMBL227923,Amyloid-beta precursor protein,16.0
51172882,COc1ccc(Nc2ccc3c(c2)C(=O)N(C)C3=O)cc1,50481606,CHEMBL598082,Amyloid-beta precursor protein,16.0
51196548,CNc1ccc(-c2cnc3cc(OCCF)ccc3n2)cc1,50492519,CHEMBL2407615,Amyloid-beta precursor protein,16.0
51163801,CN(C)c1ccc(C#Cc2cnc(OCCOCCOCCF)c(I)c2)cc1,50476849,CHEMBL231915,Amyloid-beta precursor protein,17.0
51162695,Oc1ccc(C#Cc2ccc(OCCOCCOCCF)cc2)cc1,50476302,CHEMBL227751,Amyloid-beta precursor protein,17.0
51211162,CN(C)c1ccc(OCc2ccc(I)cc2)cc1,50497743,CHEMBL3314340,Amyloid-beta precursor protein,18.0
51170551,CNc1ccc(-c2nc3c(O)cccc3s2)cc1,50480217,CHEMBL524651,Amyloid-beta precursor protein,19.0
51172131,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCCCCCCCF)cc2)cc1,50481128,CHEMBL585301,Amyloid-beta precursor protein,19.0
50330483,COc1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,50178544,2-(4-nitrophenyl)-5-(4-methoxyphenyl)thiophene::CHEMBL205403,Amyloid-beta precursor protein,19.0
51211164,Clc1ccc(OCc2ccc(I)cc2)cc1,50497724,CHEMBL3314329,Amyloid-beta precursor protein,19.0
50840923,COc1cc(C=CC(C)=O)cc(I)c1O,50195682,4-(4-hydroxy-3-iodo-5-methoxyphenyl)-3-buten-2-one::CHEMBL216553,Amyloid-beta precursor protein,19.97
50617051,CN(C)c1ccc(C#CC(=O)c2ccc(F)cc2)cc1,50334370,3-(4-(Dimethylamino)phenyl)-1-(4-fruorophenyl)-2-propyn-1-one::CHEMBL1643337,Amyloid-beta precursor protein,20.0
51172883,CN1C(=O)c2ccc(Nc3ccc(O)cc3)cc2C1=O,50481607,CHEMBL598083,Amyloid-beta precursor protein,20.0
51163243,Nc1ccc(-c2nc3ccc(-c4nc5ccccc5s4)cc3s2)cc1I,50476568,CHEMBL242347,Amyloid-beta precursor protein,21.0
51162665,Oc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(I)c2)cc1,50476273,CHEMBL228094,Amyloid-beta precursor protein,21.0
51218753,CN(C)c1ccc(OCc2ccc(OCCF)cc2)cc1,50500796,CHEMBL3760007,Amyloid-beta precursor protein,21.0
51172127,COc1ccc(/C=C/c2cccc(I)c2)cc1,50481124,CHEMBL565281,Amyloid-beta precursor protein,22.0
51172144,CN(C)c1ccc(/C=C/c2ccc(F)cc2)cc1,50481134,CHEMBL81999,Amyloid-beta precursor protein,22.0
51162679,Nc1ccc(C#Cc2ccc(OCCOCCOCCF)cc2)cc1,50476286,CHEMBL226610,Amyloid-beta precursor protein,22.0
50330478,COc1ccc(-c2ccc(-c3ccc(NCCF)cc3)s2)cc1,50178539,CHEMBL202938::N-(2-fluoroethyl)-4-(5-(4-methoxyphenyl)thiophen-2-yl)benzenamine,Amyloid-beta precursor protein,22.0
51211153,Ic1ccc(COc2ccc(I)cc2)cc1,50497740,CHEMBL3314331,Amyloid-beta precursor protein,22.0
51163244,CNc1ccc(-c2nc3ccc(-c4nc5ccccc5s4)cc3s2)cc1,50476569,CHEMBL394523,Amyloid-beta precursor protein,22.0
50327488,CNc1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,50176896,6-iodo-4'-methylaminoflavone::CHEMBL224643,Amyloid-beta precursor protein,22.6
51163241,CN(C)c1ccc(-c2nc3ccc(-c4nc5ccc(F)cc5s4)cc3s2)cc1,50476566,CHEMBL242132,Amyloid-beta precursor protein,23.0
51169327,Oc1ccc2nc(-c3ccc(F)cc3)sc2c1,50479545,CHEMBL490084,Amyloid-beta precursor protein,23.0
51211158,COc1ccc(OCc2ccc(I)cc2)cc1,50497737,CHEMBL3314322,Amyloid-beta precursor protein,24.0
50080421,COc1cc(/C=C/c2ccc(O)cc2)ccc1/C=C/c1ccc(O)cc1,50398211,CHEMBL2181036,Amyloid-beta precursor protein,24.0
51163415,CN(C)c1ccc(-c2cn3cc(Cl)ccc3n2)cc1,50476661,CHEMBL394553,Amyloid-beta precursor protein,24.0
50840920,COc1cc(C=CC(=O)CC(C)=O)cc(I)c1O,50195681,"5-hydroxy-1-(4-hydroxy-3-iodo-5-methoxyphenyl)-1,4-hexadien-3-one::CHEMBL217923",Amyloid-beta precursor protein,24.9
51163240,Nc1ccc(-c2nc3ccc(-c4nc5ccccc5s4)cc3s2)cc1,50476565,CHEMBL243630,Amyloid-beta precursor protein,25.0
51163245,COc1ccc2nc(-c3ccc4nc(-c5ccc(N)cc5)sc4c3)sc2c1,50476570,CHEMBL398155,Amyloid-beta precursor protein,25.0
51218754,CN(C)c1ccc(COc2ccc(OCCF)cc2)cc1,50500797,CHEMBL3758709,Amyloid-beta precursor protein,26.0
51177583,Nc1ccc(-c2nc3ccc(F)cc3s2)cc1,50483882,CHEMBL284575,Amyloid-beta precursor protein,26.0
51208270,CN(C)c1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1Br,50496519,CHEMBL3126518,Amyloid-beta precursor protein,26.0
51163247,CNc1ccc(-c2nc3ccc(-c4nc5ccc(F)cc5s4)cc3s2)cc1,50476572,CHEMBL396212,Amyloid-beta precursor protein,27.0
50378261,CN(C)c1ccc(/C=C/C=C2\C(=O)Nc3ccccc32)cc1,50103927,CHEMBL3593903,Amyloid-beta precursor protein,28.0
51195490,CN(CCF)c1ccc(-c2cc3ccccc3[nH]2)cc1,50492183,CHEMBL2397721,Amyloid-beta precursor protein,28.0
50327479,COc1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,50176894,6-iodo-4'-methoxyflavone::CHEMBL224064,Amyloid-beta precursor protein,29.0
51191708,COc1ccc2nc3cc(I)ccc3c(OC)c2c1,50490499,CHEMBL2326889,Amyloid-beta precursor protein,29.0
50330473,CNc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,50178534,4-(5-(4-(methylamino)phenyl)thiophen-2-yl)phenol::CHEMBL205512,Amyloid-beta precursor protein,31.0
51163404,CN(CCF)c1ccc(-c2cn3cc(I)ccc3n2)cc1,50476650,CHEMBL70894,Amyloid-beta precursor protein,31.0
51195495,CN(CCCF)c1ccc(-c2cc3ccccc3[nH]2)cc1,50492186,CHEMBL2397722,Amyloid-beta precursor protein,32.0
51172128,Oc1ccc(/C=C/c2cccc(I)c2)cc1,50481125,4-(3-Iodostyryl)Phenol::CHEMBL567614,Amyloid-beta precursor protein,32.0
50833279,CNc1ccc(/C=C/c2ccc(OCC(CO)CO)cc2)cc1,50173642,"2-{4-[(E)-2-(4-Methylamino-phenyl)-vinyl]-phenoxymethyl}-propane-1,3-diol::CHEMBL196941",Amyloid-beta precursor protein,32.5
51163242,Nc1ccc(-c2nc3ccc(-c4nc5ccc(Cl)cc5s4)cc3s2)cc1,50476567,CHEMBL243838,Amyloid-beta precursor protein,34.0
51189403,COc1ccc2nc(/N=C/c3ccc(O)cc3)sc2c1,50488951,CHEMBL2296463,Amyloid-beta precursor protein,35.0
51163246,Nc1ccc(-c2nc3ccc(-c4nc5ccc(F)cc5s4)cc3s2)cc1,50476571,CHEMBL241917,Amyloid-beta precursor protein,36.0
50378302,O=C1Nc2ccccc2/C1=C/C=C/c1ccc([N+](=O)[O-])cc1,50104109,CHEMBL3593922,Amyloid-beta precursor protein,36.0
50236162,Nc1ccc(-c2nc3ccccc3s2)cc1,50052702,2-(4-Aminophenyl)benzothiazole::4-Benzothiazol-2-yl-phenylamine::CHEMBL93118,Amyloid-beta precursor protein,37.0
50378560,CN(C)c1ccc(/C=C/C=C2\C(=O)Nc3ccc(O)cc32)cc1,50103980,CHEMBL3593905,Amyloid-beta precursor protein,37.0
50833280,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)CO)cc2)cc1,50173643,"2-{4-[(E)-2-(4-Dimethylamino-phenyl)-vinyl]-phenoxymethyl}-propane-1,3-diol::CHEMBL196407",Amyloid-beta precursor protein,38.0
51191701,COc1c2ccc(I)cc2nc2ccc(N(C)C)cc12,50490493,CHEMBL2326888,Amyloid-beta precursor protein,39.0
50080423,Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(O)cc3)c(OCC(F)(F)F)c2)cc1,50002834,CHEMBL3233658,Amyloid-beta precursor protein,39.0
51208269,COc1cc(/C=C2\COc3ccc(Br)cc3C2=O)cc(OC)c1,50496518,CHEMBL3126522,Amyloid-beta precursor protein,39.0
51163427,COc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,50476671,CHEMBL243492,Amyloid-beta precursor protein,39.0
50378392,CN(C)c1ccc(/C=C2\C(=O)Nc3ncccc32)cc1,50103966,CHEMBL3593893,Amyloid-beta precursor protein,40.0
51163414,CN(CCCF)c1ccc(-c2cn3cc(I)ccc3n2)cc1,50476660,CHEMBL69671,Amyloid-beta precursor protein,41.0
50378313,CN(C)c1ccc(/C=C/C=C2\C(=O)N(c3ccncc3)c3ccccc32)cc1,50104105,CHEMBL3593912,Amyloid-beta precursor protein,46.0
50236150,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,50052710,2-(4-Amino-phenyl)-benzothiazol-6-ol::CHEMBL93884,Amyloid-beta precursor protein,46.0
51211133,CNc1ccc(OCc2ccc(I)cc2)cc1,50497725,CHEMBL3314337,Amyloid-beta precursor protein,48.0
50342831,CN(C)c1ccc(-c2cn3cc(CCCF)ccc3n2)cc1,50185059,"6-(3'-fluoropropyl)-2-(4'-dimethylamino)phenylimidazo[1,2-a]pyridine::CHEMBL382407",Amyloid-beta precursor protein,48.3
51211147,COc1ccc(COc2ccc(I)cc2)cc1,50497723,CHEMBL3314342,Amyloid-beta precursor protein,49.0
50378307,Nc1ccc(/C=C/C=C2\C(=O)Nc3ccccc32)cc1,50104116,CHEMBL3593918,Amyloid-beta precursor protein,51.0
51208277,COc1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1OC,50496525,CHEMBL3126519,Amyloid-beta precursor protein,54.0
50840917,COc1cc(C=CC(C)=O)ccc1O,50195679,(E)-4-(4-Hydroxy-3-methoxy-phenyl)-but-3-en-2-one::4-(4-hydroxy-3-methoxyphenyl)-3-buten-2-one::4-(4-hydroxy-3-methoxyphenyl)but-3-en-2-one::CHEMBL106509::dehydrozingerone,Amyloid-beta precursor protein,54.24
50080424,Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(O)cc3)c(OCCCC(F)(F)F)c2)cc1,50002835,CHEMBL3233659,Amyloid-beta precursor protein,56.0
50378317,CN(C)c1ccc(/C=C/C=C2\C(=O)N(C)c3ccccc32)cc1,50104058,CHEMBL3593908,Amyloid-beta precursor protein,56.0
50833287,CN(C)c1ccc(/C=C/c2ccc(OCC3COC(C)(C)OC3)cc2)cc1,50173650,"(4-{(E)-2-[4-(2,2-Dimethyl-[1,3]dioxan-5-ylmethoxy)-phenyl]-vinyl}-phenyl)-dimethyl-amine::CHEMBL371066",Amyloid-beta precursor protein,59.0
50378301,O=C1Nc2ccccc2/C1=C\C=C\c1ccc([N+](=O)[O-])cc1,50104108,CHEMBL3593923,Amyloid-beta precursor protein,60.0
51172150,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCCCCCCCCCCCCCF)cc2)cc1,50481137,CHEMBL570608,Amyloid-beta precursor protein,63.0
50236157,N#Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,50129789,2-(4-Amino-phenyl)-benzothiazole-6-carbonitrile::CHEMBL93270,Amyloid-beta precursor protein,64.0
51208271,Nc1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1,50496520,CHEMBL3126516,Amyloid-beta precursor protein,64.0
50236158,Cc1ccc2nc(-c3ccc(N(C)C)cc3)sc2c1,50129790,CHEMBL329640::Dimethyl-[4-(6-methyl-benzothiazol-2-yl)-phenyl]-amine,Amyloid-beta precursor protein,64.0
51162687,Nc1ccc(C#Cc2ccc(OCCOCCOCCO)cc2)cc1,50476294,CHEMBL227752,Amyloid-beta precursor protein,68.0
51179883,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCNC(=O)CN(CC(=O)NCCOCCOCCOCCOc3ccc(/C=C/c4ccc(NC)cc4)cn3)C(=O)COCCOCCOCCF)nc2)cc1,50485237,CHEMBL2042246,Amyloid-beta precursor protein,71.0
50327482,O=c1cc(-c2ccc(O)cc2)oc2ccc(I)cc12,50176895,6-iodo-4'-hydroxyflavone::CHEMBL388844,Amyloid-beta precursor protein,72.5
51208275,COc1cccc(/C=C2\COc3ccc(Br)cc3C2=O)c1,50496523,CHEMBL3126520,Amyloid-beta precursor protein,73.0
50378272,COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1OC,50103961,CHEMBL3593930,Amyloid-beta precursor protein,74.0
51162683,Nc1ccc(C#Cc2ccc(N)cc2)cc1,50476290,CHEMBL227625,Amyloid-beta precursor protein,76.0
51211135,Ic1ccc(COc2ccccc2)cc1,50497727,CHEMBL3314332,Amyloid-beta precursor protein,79.0
50833285,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)Cc3ccc(Br)cc3)cc2)cc1,50173648,2-(4-Bromo-benzyl)-3-{4-[(E)-2-(4-dimethylamino-phenyl)-vinyl]-phenoxy}-propan-1-ol::CHEMBL196387,Amyloid-beta precursor protein,80.0
51165579,CNc1ccc(-c2cn3cc(SC)ccc3n2)cc1,50477826,CHEMBL252765,Amyloid-beta precursor protein,80.0
51195489,CN(CCCF)c1ccc(-c2cc3ccccc3n2C)cc1,50492182,CHEMBL2397724,Amyloid-beta precursor protein,80.0
50378312,CCOC(=O)N1C(=O)/C(=C\C=C\c2ccc(N(C)C)cc2)c2ccccc21,50104106,CHEMBL3593913,Amyloid-beta precursor protein,84.0
50080425,Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(O)cc3)c(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c2)cc1,50002836,CHEMBL3233660,Amyloid-beta precursor protein,84.0
51191707,COc1ccc2nc3cc(I)ccc3c(N)c2c1,50490498,CHEMBL2326890,Amyloid-beta precursor protein,84.0
50378311,CN(C)c1ccc(/C=C/C=C2\C(=O)N(Cc3ccccc3)c3ncccc32)cc1,50104107,CHEMBL3593914,Amyloid-beta precursor protein,85.0
50378398,CN(C)c1ccc(/C=C2\C(=O)N(c3ccncc3)c3ccccc32)cc1,50103971,CHEMBL3593897,Amyloid-beta precursor protein,87.0
51163424,CN(C)c1ccc(-c2cn3cc(SCCO)ccc3n2)cc1,50476669,CHEMBL244995,Amyloid-beta precursor protein,88.0
51163407,CN(C)c1ccc(-c2cn3cc(Cl)ncc3n2)cc1,50476653,CHEMBL244747,Amyloid-beta precursor protein,88.0
50378391,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,17747,"(3Z)-3-{[4-(dimethylamino)phenyl]methylidene}-2,3-dihydro-1H-indol-2-one::CHEMBL328710::SU 4312::SU4312",Amyloid-beta precursor protein,92.0
50378314,CN(C)c1ccc(/C=C/C=C2\C(=O)N(Cc3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1,50104103,CHEMBL3593911,Amyloid-beta precursor protein,92.0
50833286,Nc1ccc(/C=C/c2ccc(O)cc2)cc1,50173649,"4-[(E)-2-(4-Amino-phenyl)-vinyl]-phenol::CHEMBL194754::Stilbene derivative, 1",Amyloid-beta precursor protein,95.0
50378393,CN(C)c1ccc(/C=C2\C(=O)Nc3ccc(O)cc32)cc1,50103968,CHEMBL3593894,Amyloid-beta precursor protein,95.0
50378309,CN(C)c1ccc(/C=C/C=C2\C(=O)N(Cc3ccc(N)cc3)c3ccccc32)cc1,50104144,CHEMBL3593916,Amyloid-beta precursor protein,99.0
51208273,O=C1/C(=C/c2ccc(O)cc2)COc2ccc(Br)cc21,50496522,CHEMBL3126512,Amyloid-beta precursor protein,103.0
51189401,COc1ccc2nc(/N=C/c3ccc(I)cc3)sc2c1,50488949,CHEMBL2296462,Amyloid-beta precursor protein,103.0
51208272,O=C1/C(=C/c2ccccc2)COc2ccc(Br)cc21,50496521,CHEMBL3126513,Amyloid-beta precursor protein,104.0
51162688,Nc1ccc(C#Cc2ccc(O)cc2)cc1,50476295,CHEMBL373548,Amyloid-beta precursor protein,106.0
51189404,COc1ccc2nc(/N=C/c3ccc(Br)cc3)sc2c1,50488952,CHEMBL2296464,Amyloid-beta precursor protein,106.0
51211140,Fc1ccc(OCc2ccc(I)cc2)cc1,50497731,CHEMBL3314328,Amyloid-beta precursor protein,107.0
50378310,COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc(N(C)C)cc3)c3cccnc32)cc1,50104145,CHEMBL3593915,Amyloid-beta precursor protein,107.0
51208267,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)COc2ccc(Br)cc21,50496516,CHEMBL3126515,Amyloid-beta precursor protein,108.0
50330482,COc1ccc(-c2ccc(-c3ccc(OC)cc3)s2)cc1,50178543,"2,5-bis(4-methoxyphenyl)thiophene::CHEMBL378797",Amyloid-beta precursor protein,108.0
50378270,COc1cccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)c1,50103936,CHEMBL3593928,Amyloid-beta precursor protein,110.0
51196552,CN(C)c1ccc(-c2cnc3ccc(OCCF)cc3n2)cc1,50492523,CHEMBL2407623,Amyloid-beta precursor protein,111.0
51211149,Oc1ccc(OCc2ccc(I)cc2)cc1,50497729,CHEMBL3314325,Amyloid-beta precursor protein,112.0
50378265,COc1ccc(CN2C(=O)/C(=C\c3ccc(N(C)C)cc3)c3cccnc32)cc1,50103931,CHEMBL3593900,Amyloid-beta precursor protein,113.0
50180606,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,50100134,"2-(4-Dimethylamino-phenyl)-3,6-dimethyl-benzothiazol-3-ium::2-(4-Dimethylamino-phenyl)-3,6-dimethyl-benzothiazol-3-ium(thioflavin T)::2-[4-(dimethylamino)phenyl]-3,6-dimethyl-1,3-benzothiazol-3-ium::CHEMBL224392::CHEMBL57267::Thioflavin T::Thioflavin T, 1::[4-(3,6-dimethyl-benzothiazol-2-yl)-phenyl]-dimethyl-amine::cid_16954",Amyloid-beta precursor protein,116.0
51195491,CN(CCF)c1ccc(-c2cc3ccccc3n2C)cc1,50492184,CHEMBL2397723,Amyloid-beta precursor protein,117.0
51211167,CC(C)(C)c1ccc(OCc2ccc(I)cc2)cc1,50497732,CHEMBL3314333,Amyloid-beta precursor protein,117.0
51218746,COc1ccc(COc2ccc(OCCF)cc2)cc1,50500791,CHEMBL3759263,Amyloid-beta precursor protein,119.0
51191702,COc1ccc2nc3cc(I)ccc3c(N(C)C)c2c1,50490494,CHEMBL2326892,Amyloid-beta precursor protein,121.0
50378275,O=C1/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccc(OCCF)cc1,50103965,CHEMBL3593933,Amyloid-beta precursor protein,125.0
50378262,COc1ccc(/C=C/C=C2\C(=O)Nc3ccccc32)cc1,50103928,CHEMBL3593902,Amyloid-beta precursor protein,126.0
50378273,COc1ccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1OC,50103963,CHEMBL3593931,Amyloid-beta precursor protein,130.0
50378315,COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc(N(C)C)cc3)c3ccccc32)cc1,50104060,CHEMBL3593910,Amyloid-beta precursor protein,130.0
51211137,COc1cccc(OCc2ccc(I)cc2)c1,50497726,CHEMBL3314323,Amyloid-beta precursor protein,131.0
50378268,COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1,50103934,CHEMBL3593926,Amyloid-beta precursor protein,131.0
50378269,COc1ccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1,50103935,CHEMBL3593927,Amyloid-beta precursor protein,139.0
50378402,CCOC(=O)N1C(=O)/C(=C\c2ccc(N(C)C)cc2)c2ccccc21,50103972,CHEMBL3593898,Amyloid-beta precursor protein,140.0
50378274,O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccc(OCCF)cc1,50103964,CHEMBL3593932,Amyloid-beta precursor protein,142.0
51208278,O=C1/C(=C/c2ccc(Br)cc2)COc2ccc(Br)cc21,50496526,CHEMBL3126517,Amyloid-beta precursor protein,144.0
51163411,CN(C)c1ccc(-c2cn3cc(Cl)cnc3n2)cc1,50476657,CHEMBL394626,Amyloid-beta precursor protein,147.0
50833281,COc1ccc(S(=O)(=O)OCC(CO)COc2ccc(/C=C/c3ccc(N(C)C)cc3)cc2)cc1,50173645,4-Methoxy-benzenesulfonic acid 3-{4-[(E)-2-(4-dimethylamino-phenyl)-vinyl]-phenoxy}-2-hydroxymethyl-propyl ester::CHEMBL196213,Amyloid-beta precursor protein,150.0
50344600,CC(=C(C#N)C#N)c1ccc2cc(N(C)CCF)ccc2c1,50185987,"2-(1-(6-((2-fluoroethyl)(methyl)amino)naphthalen-2-yl)ethylidene)malononitrile::CHEMBL207649::US10906900, FDDNP::US9452985, FDDNP (reference for comparison)",Amyloid-beta precursor protein,152.0
51218747,COc1ccc(OCc2ccc(OCCF)cc2)cc1,50500792,CHEMBL3758500,Amyloid-beta precursor protein,153.0
50378394,CN(C)c1ccc(/C=C2\C(=O)N(C)c3ccccc32)cc1,50065315,"3-[1-(4-Dimethylamino-phenyl)-meth-(Z)-ylidene]-1-methyl-1,3-dihydro-indol-2-one::CHEMBL86921",Amyloid-beta precursor protein,155.0
51162682,C(#Cc1ccccc1)c1ccccc1,50476289,CHEBI:51579::DIPHENYLACETYLENE,Amyloid-beta precursor protein,175.0
50342830,CN(C)c1ccc(-c2cn3cc(CCF)ccc3n2)cc1,50185058,"6-(2'-fluoroethyl)-2-(4'-dimethylamino)phenylimidazo[1,2-a]pyridine::CHEMBL381708",Amyloid-beta precursor protein,177.0
51163422,CN(C)c1ccc(-c2cn3cc(O)ccc3n2)cc1,50476667,CHEMBL387998,Amyloid-beta precursor protein,177.0
50378264,CN(C)c1ccc(/C=C2\C(=O)N(c3ccccc3)c3ccccc32)cc1,50103930,CHEMBL3593252,Amyloid-beta precursor protein,179.0
51163412,CN(C)c1ccc(-c2cn3cc(Br)cc(I)c3n2)cc1,50476658,CHEMBL242410,Amyloid-beta precursor protein,183.0
